BattleId,winning,t1p1,t1p2,t1p3,t1p4,t1p5,t2p1,t2p2,t2p3,t2p4,t2p5
240964932756892329,2,Guinevere,Harley,Kaja,Lesley,Yve,Brody,Fredrinn,Kadita,Uranus,Xavier
240199307591738419,2,Fanny,Grock,Julian,Lesley,Valentina,Edith,Ling,Lunox,Moskov,Uranus
710470360755861374,2,Brody,Franco,Lancelot,Pharsa,Uranus,Beatrix,Cecilion,Fanny,Gloo,Selena
709805602897654137,2,Arlott,Beatrix,Martis,Selena,Valentina,Faramis,Lancelot,Lolita,Melissa,Uranus
709176789620747315,2,Khufra,Moskov,Valentina,Yin,Yu Zhong,Franco,Gloo,Lancelot,Pharsa,Wanwan
708447671677609604,2,Hanabi,Khufra,Martis,Minsitthar,Xavier,Claude,Diggie,Fredrinn,Pharsa,Uranus
260339895301737704,2,Hayabusa,Khufra,Lylia,Melissa,Zilong,Aldous,Brody,Fanny,Franco,Pharsa
259374403833464341,2,Angela,Fanny,Lesley,Pharsa,Terizla,Akai,Granger,Lapu-Lapu,Lylia,Wanwan
580937505773355444,2,Brody,Franco,Lancelot,Minsitthar,Valentina,Grock,Hanabi,Khufra,Ling,Lylia
580185753352567616,2,Chou,Clint,Fanny,Pharsa,Terizla,Alucard,Diggie,Lapu-Lapu,Lesley,Lylia
579552572093920801,2,Franco,Grock,Julian,Lylia,Wanwan,Hanabi,Hayabusa,Kimmy,Lapu-Lapu,Selena
578847128010518703,2,Beatrix,Guinevere,Kaja,Ling,Lylia,Benedetta,Claude,Franco,Hayabusa,Zhask
578262509947087951,2,Alice,Badang,Clint,Cyclops,Johnson,Julian,Khaleed,Khufra,Lylia,Melissa
577654213728954328,2,Grock,Lapu-Lapu,Lylia,Melissa,Saber,Aamon,Alice,Clint,Faramis,Lolita
576999342885462804,2,Badang,Lolita,Lylia,Wanwan,Yi Sun-shin,Brody,Hayabusa,Martis,Selena,Valentina
648090229979372531,2,Clint,Khaleed,Lunox,Minsitthar,Yi Sun-shin,Badang,Brody,Granger,Kaja,Lylia
647162293705135246,2,Alice,Angela,Lylia,Minotaur,Wanwan,Claude,Fanny,Grock,Khufra,Lunox
646611511394062272,2,Martis,Mathilda,Minsitthar,Moskov,Vexana,Beatrix,Julian,Khufra,Lapu-Lapu,Valentina
646084458777299632,2,Badang,Claude,Lolita,Lylia,Yi Sun-shin,Atlas,Cecilion,Martis,Moskov,Terizla
674196767781272460,2,Dyrroth,Franco,Moskov,Pharsa,Roger,Julian,Khufra,Lylia,Melissa,Terizla
673985451095340740,2,Franco,Freya,Kimmy,Ling,Lunox,Grock,Hayabusa,Kadita,Lylia,Melissa
225718705094474832,2,Kadita,Layla,Ling,Lylia,Ruby,Bane,Hilda,Lancelot,Melissa,Pharsa
224800922122925551,2,Aulus,Chou,Johnson,Lesley,Lylia,Gloo,Irithel,Joy,Minsitthar,Pharsa
223969163051348150,2,Aamon,Floryn,Karrie,Lylia,Martis,Diggie,Minsitthar,Pharsa,Saber,Wanwan
668219667953822466,2,Bane,Clint,Fanny,Franco,Valentina,Atlas,Brody,Dyrroth,Ling,Lylia
626464176290735051,2,Beatrix,Carmilla,Chou,Faramis,Ling,Franco,Hanzo,Joy,Lylia,Melissa
584710260880750703,2,Brody,Kaja,Martis,Terizla,Vexana,Claude,Floryn,Gloo,Ling,Valentina
584557248375862279,2,Cecilion,Estes,Harley,Karrie,Minsitthar,Claude,Joy,Kadita,Ling,Lolita
584304888982449606,2,Fredrinn,Lapu-Lapu,Lolita,Melissa,Valentina,Gloo,Khufra,Ling,Pharsa,Wanwan
584006891266549639,2,Aamon,Khufra,Lesley,Valentina,Zilong,Argus,Kadita,Ling,Melissa,Xavier
583664767056650591,2,Edith,Lapu-Lapu,Ling,Valentina,Wanwan,Kagura,Karina,Karrie,Minsitthar,Natalia
583303362738559924,2,Claude,Gloo,Hayabusa,Kadita,Valentina,Chou,Faramis,Lesley,Martis,Minsitthar
582922772801558133,2,Claude,Gloo,Gord,Hayabusa,Minsitthar,Kadita,Kagura,Lancelot,Lapu-Lapu,Moskov
582478939471122697,2,Beatrix,Cecilion,Joy,Kaja,Lancelot,Claude,Franco,Gloo,Julian,Valentina
581963367301942140,2,Akai,Alice,Argus,Beatrix,Martis,Angela,Claude,Gloo,Ling,Xavier
581515230414276366,2,Beatrix,Faramis,Khufra,Lancelot,Lapu-Lapu,Angela,Claude,Gloo,Ling,Valentina
580929697522811298,2,Kadita,Lesley,Terizla,Valentina,Yi Sun-shin,Beatrix,Fanny,Franco,Gloo,Julian
690236129874704893,2,Faramis,Hanabi,Kadita,Ling,Terizla,Brody,Gloo,Minsitthar,Yi Sun-shin,Yve
689571960427017391,2,Franco,Joy,Julian,Lancelot,Lesley,Akai,Baxia,Claude,Faramis,Lapu-Lapu
688707563898957347,2,Claude,Franco,Freya,Granger,Lunox,Johnson,Joy,Kagura,Lesley,Ling
688006620941281522,2,Atlas,Claude,Kadita,Lancelot,Lapu-Lapu,Arlott,Brody,Kaja,Martis,Pharsa
687184027329913574,2,Brody,Floryn,Julian,Lancelot,Terizla,Jawhead,Lapu-Lapu,Ling,Wanwan,Zhask
686416868861435218,2,Claude,Kaja,Lancelot,Ling,Pharsa,Alpha,Helcurt,Khufra,Moskov,Xavier
685265800446235545,2,Badang,Khufra,Ling,Melissa,Pharsa,Atlas,Gloo,Hayabusa,Moskov,Yve
684511788872649737,2,Brody,Fanny,Gloo,Khufra,Yve,Franco,Ling,Terizla,Wanwan,Xavier
236398884304701960,2,Brody,Lancelot,Lunox,Minsitthar,Rafaela,Chou,Faramis,Franco,Helcurt,Lesley
235336949345796878,2,Carmilla,Cecilion,Esmeralda,Gusion,Wanwan,Beatrix,Dyrroth,Rafaela,Valentina,Yi Sun-shin
628549597660677284,2,Change,Claude,Estes,Fanny,Paquito,Atlas,Edith,Gord,Granger,Lunox
582615785718060866,2,Beatrix,Edith,Julian,Martis,Rafaela,Badang,Lancelot,Melissa,Minsitthar,Pharsa
685823420345243778,2,Brody,Change,Fanny,Gloo,Khufra,Fredrinn,Lancelot,Ruby,Valentina,Wanwan
685253430940423036,2,Belerick,Change,Fanny,Irithel,Minotaur,Atlas,Clint,Freya,Hanzo,Pharsa
247032493185841557,2,Change,Franco,Lancelot,Moskov,Yin,Aamon,Alice,Chou,Irithel,Minsitthar
246513390553543858,2,Fanny,Lapu-Lapu,Melissa,Minotaur,Pharsa,Beatrix,Change,Khufra,Lancelot,Yu Zhong
245808049549356618,2,Franco,Gloo,Lancelot,Yve,Zilong,Change,Dyrroth,Karina,Khufra,Lesley
245335375513528851,2,Cyclops,Franco,Freya,Joy,Popol and Kupa,Atlas,Change,Lancelot,Lesley,Minsitthar
618613139282386156,2,Change,Fanny,Franco,Gloo,Lesley,Julian,Khufra,Lapu-Lapu,Lylia,Melissa
618196866757089270,2,Benedetta,Gord,Gusion,Khufra,Melissa,Floryn,Julian,Paquito,Wanwan,Zhask
617707399399133716,2,Beatrix,Chou,Harley,Lancelot,Ling,Bane,Change,Hayabusa,Khufra,Moskov
617160491148561280,2,Beatrix,Change,Gloo,Lancelot,Valir,Cecilion,Hanabi,Jawhead,Karina,Minotaur
616793421768607528,2,Change,Granger,Hanabi,Jawhead,Khufra,Belerick,Claude,Hayabusa,Minsitthar,Valentina
616412694392652492,2,Alucard,Change,Franco,Ling,Melissa,Angela,Beatrix,Lancelot,Lapu-Lapu,Pharsa
271778844909798845,2,Franco,Gloo,Kagura,Karrie,Martis,Badang,Change,Claude,Hanzo,Kaja
271218411807211764,2,Aamon,Lapu-Lapu,Minotaur,Moskov,Vale,Angela,Claude,Gloo,Lancelot,Valentina
270938122241474168,2,Angela,Bruno,Grock,Lancelot,Lunox,Beatrix,Hayabusa,Khufra,Lapu-Lapu,Odette
258116004185362265,2,Baxia,Hanzo,Lapu-Lapu,Melissa,Pharsa,Badang,Change,Freya,Lesley,Natalia
256929429275527553,2,Claude,Lapu-Lapu,Ling,Lolita,Pharsa,Brody,Change,Chou,Karina,Khufra
598565915571765688,2,Brody,Change,Fanny,Khufra,Lapu-Lapu,Chou,Harith,Kadita,Lancelot,Lylia
713390637869676565,2,Benedetta,Lolita,Martis,Moskov,Pharsa,Brody,Change,Khufra,Kimmy,Ruby
596175564408074182,2,Beatrix,Change,Kadita,Ling,Minsitthar,Hayabusa,Lapu-Lapu,Lolita,Moskov,Valentina
588934318266721709,2,Beatrix,Fredrinn,Lancelot,Lolita,Valentina,Brody,Faramis,Martis,Mathilda,Terizla
588397533254065777,2,Atlas,Baxia,Granger,Lapu-Lapu,Xavier,Cecilion,Gloo,Grock,Hanzo,Karrie
697367618127074267,2,Jawhead,Johnson,Khufra,Lesley,Xavier,Arlott,Cecilion,Clint,Kaja,Lancelot
696791620063004927,2,Clint,Gloo,Khufra,Valentina,Xavier,Cecilion,Kaja,Lancelot,Lesley,Terizla
263857967438413316,2,Chou,Hanzo,Terizla,Valentina,Wanwan,Cecilion,Gloo,Hayabusa,Kaja,Lesley
263670144223590547,2,Beatrix,Faramis,Fredrinn,Grock,Minsitthar,Cecilion,Claude,Hayabusa,Kaja,Lapu-Lapu
263377944713539974,2,Khufra,Melissa,Pharsa,Terizla,Yi Sun-shin,Beatrix,Cecilion,Gloo,Hayabusa,Kaja
262754895282742842,2,Brody,Cecilion,Grock,Hanzo,Kaja,Beatrix,Fanny,Gloo,Lolita,Xavier
262099234165267809,2,Cecilion,Claude,Grock,Lapu-Lapu,Ling,Faramis,Khufra,Lesley,Yi Sun-shin,Yu Zhong
261669423903053977,2,Beatrix,Cecilion,Faramis,Fredrinn,Terizla,Gloo,Grock,Hayabusa,Melissa,Valentina
261091871060824850,2,Brody,Helcurt,Khufra,Minsitthar,Pharsa,Arlott,Beatrix,Cecilion,Fredrinn,Grock
581732435500370216,2,Claude,Hayabusa,Khufra,Lancelot,Pharsa,Akai,Cecilion,Lancelot,Melissa,Yu Zhong
581054341768708801,2,Beatrix,Franco,Gloo,Jawhead,Luo Yi,Arlott,Atlas,Cecilion,Lancelot,Wanwan
257226958840166730,2,Akai,Cecilion,Franco,Gloo,Moskov,Hayabusa,Khufra,Melissa,Terizla,Valentina
689179078293615021,2,Edith,Kadita,Kaja,Ling,Wanwan,Cecilion,Franco,Martis,Melissa,Yu Zhong
687423828238951585,2,Cecilion,Kaja,Ling,Melissa,Yu Zhong,Claude,Hayabusa,Khufra,Lapu-Lapu,Pharsa
646864802795377158,2,Beatrix,Cecilion,Hayabusa,Kaja,Yu Zhong,Khufra,Lancelot,Lapu-Lapu,Valentina,Wanwan
646032944939551276,2,Balmond,Joy,Khufra,Pharsa,Wanwan,Beatrix,Cecilion,Kaja,Lapu-Lapu,Ling
645362801192354563,2,Franco,Martis,Melissa,Minsitthar,Valentina,Cecilion,Claude,Kaja,Ling,Yu Zhong
675515099402366829,2,Estes,Martis,Masha,Moskov,Valentina,Angela,Claude,Grock,Ling,Xavier
675078331293133802,2,Brody,Dyrroth,Harith,Khufra,Pharsa,Aldous,Claude,Estes,Martis,Valentina
674568411300915073,2,Arlott,Faramis,Hayabusa,Irithel,Lylia,Angela,Claude,Freya,Helcurt,Pharsa
674162468171965345,2,Alice,Clint,Kadita,Lunox,Minsitthar,Brody,Estes,Gloo,Martis,Yve
673804791885488106,2,Estes,Moskov,Paquito,Xavier,Yu Zhong,Gloo,Hanabi,Minsitthar,Natan,Valentina
222882201317534754,2,Bane,Cecilion,Claude,Estes,Martis,Brody,Diggie,Fanny,Lapu-Lapu,Lylia
222367449487108113,2,Claude,Kaja,Martis,Ruby,Xavier,Bruno,Estes,Gloo,Ling,Pharsa
221848269545399229,2,Fanny,Floryn,Fredrinn,Lesley,Valentina,Bruno,Edith,Estes,Ling,Vexana
221391474003664837,2,Alice,Beatrix,Benedetta,Lancelot,Xavier,Bruno,Estes,Ling,Pharsa,X.Borg
220855732668062421,2,Claude,Edith,Lolita,Lylia,Yi Sun-shin,Cecilion,Estes,Martis,Wanwan,X.Borg
220244803634975924,2,Brody,Gusion,Lolita,X.Borg,Yi Sun-shin,Badang,Estes,Julian,Lesley,Xavier
219847965836693587,2,Estes,Gloo,Lesley,Luo Yi,Martis,Brody,Freya,Khufra,Ling,Vexana
219344724518619689,2,Aamon,Estes,Lesley,Phoveus,Valentina,Benedetta,Gloo,Kaja,Luo Yi,Wanwan
268797398871502035,2,Hayabusa,Kadita,Kaja,Karrie,Lapu-Lapu,Freya,Granger,Khufra,Wanwan,Xavier
268054528443082406,2,Joy,Kaja,Lesley,Martis,Pharsa,Brody,Franco,Harley,Nana,X.Borg
267306456809267355,2,Beatrix,Edith,Estes,Martis,Xavier,Gusion,Lapu-Lapu,Lesley,Pharsa,Selena
266722994092039183,2,Beatrix,Estes,Freya,Lancelot,Luo Yi,Chou,Faramis,Lolita,Wanwan,Yin
265880145414903224,2,Atlas,Hanabi,Hanzo,Yu Zhong,Yve,Argus,Claude,Estes,Lancelot,Lylia
707262926423630426,2,Claude,Estes,Fredrinn,Minsitthar,Yve,Akai,Brody,Edith,Gloo,Xavier
706599147817966541,2,Brody,Chou,Estes,Ling,Xavier,Franco,Gusion,Terizla,Valentina,Wanwan
667020942581044611,2,Arlott,Granger,Lunox,Melissa,Ruby,Cecilion,Dyrroth,Kaja,Martis,Wanwan
666491076760703026,2,Atlas,Barats,Change,Edith,Melissa,Cecilion,Khufra,Martis,Wanwan,Yu Zhong
711603394603174911,2,Akai,Aldous,Brody,Ling,Lunox,Claude,Diggie,Freya,Yi Sun-shin,Yve
711051379636487887,2,Bane,Clint,Lancelot,Lapu-Lapu,Minsitthar,Aamon,Floryn,Julian,Lesley,Yu Zhong
698159867793768737,2,Angela,Claude,Leomord,Pharsa,Ruby,Cecilion,Natan,Saber,Selena,Yin
697617323229969508,2,Chou,Estes,Fanny,Gloo,Kimmy,Atlas,Freya,Saber,Wanwan,Xavier
696843683655841300,2,Chou,Hanzo,Lesley,Rafaela,Vale,Alucard,Bruno,Eudora,Kadita,Lapu-Lapu
664779356198938620,2,Cecilion,Hanzo,Lesley,Terizla,Tigreal,Angela,Claude,Fanny,Minsitthar,Valentina
664232465128235796,2,Brody,Julian,Minsitthar,Nana,Selena,Cecilion,Dyrroth,Hanzo,Lesley,Minotaur
663642392456338991,2,Karina,Khufra,Lesley,Martis,Xavier,Akai,Clint,Ling,Terizla,Valentina
625431945324441168,2,Clint,Eudora,Hayabusa,Minsitthar,Zilong,Diggie,Fredrinn,Gloo,Hanabi,Kadita
624425896479991901,2,Brody,Estes,Fredrinn,Khaleed,Xavier,Atlas,Balmond,Lesley,Lunox,X.Borg
245273334709596575,2,Hilda,Khufra,Lesley,Lunox,Yi Sun-shin,Claude,Lapu-Lapu,Martis,Saber,Xavier
244988960629959268,2,Alice,Brody,Granger,Kagura,Khufra,Diggie,Fanny,Lesley,Terizla,Valentina
244779387700749642,2,Khufra,Lesley,X.Borg,Xavier,Yi Sun-shin,Aldous,Claude,Johnson,Saber,Valentina
599901341161983017,2,Cecilion,Grock,Hayabusa,Khufra,Lesley,Arlott,Claude,Harley,Minsitthar,Pharsa
599110813776446724,2,Akai,Clint,Dyrroth,Estes,Xavier,Hayabusa,Kagura,Khaleed,Khufra,Lesley
598460349569400754,2,Brody,Estes,Hanzo,Joy,Kadita,Franco,Hayabusa,Kagura,Lesley,Ruby
597738820833475144,2,Akai,Fredrinn,Lesley,Thamuz,Yve,Dyrroth,Franco,Karrie,Minsitthar,Vexana
596404799696367975,2,Aamon,Khufra,Moskov,Nana,X.Borg,Balmond,Claude,Diggie,Esmeralda,Pharsa
690773627851671406,2,Angela,Aulus,Claude,Gatotkaca,Vale,Esmeralda,Faramis,Kagura,Martis,Wanwan
689943307594137916,2,Lolita,Terizla,Wanwan,X.Borg,Xavier,Claude,Edith,Freya,Lancelot,Valentina
279639996565958993,2,Aulus,Hylos,Lolita,Melissa,Yve,Aamon,Beatrix,Cecilion,Chou,Johnson
679937691651809506,2,Atlas,Aulus,Karrie,Melissa,Pharsa,Edith,Khufra,Lancelot,Lylia,Moskov
276857308729711873,2,Aulus,Beatrix,Joy,Lolita,Nana,Akai,Bruno,Edith,Harley,Julian
262655204796509305,2,Gusion,Harith,Hilda,Lesley,Selena,Bruno,Joy,Lolita,Xavier,Zilong
623472083028781022,2,Dyrroth,Gusion,Johnson,Popol and Kupa,Xavier,Aulus,Brody,Cyclops,Saber,Terizla
666713096505349246,2,Cecilion,Diggie,Gusion,Karrie,Martis,Hayabusa,Kaja,Khufra,Vale,Wanwan
664594810045022360,2,Angela,Carmilla,Lunox,Popol and Kupa,Yin,Aulus,Estes,Guinevere,Kimmy,Yve
663987772252306351,2,Aulus,Brody,Franco,Lapu-Lapu,Yve,Aldous,Khufra,Lesley,Ling,Lunox
663304004868847217,2,Chou,Claude,Franco,Ling,Valentina,Aulus,Aurora,Bane,Hanabi,Khufra
613724122174531058,2,Carmilla,Hayabusa,Lapu-Lapu,Moskov,Nana,Aulus,Franco,Lesley,Uranus,Valentina
248364611652099890,2,Aulus,Beatrix,Esmeralda,Gloo,Kaja,Arlott,Claude,Estes,Joy,Odette
612087993037822735,2,Atlas,Fanny,Lapu-Lapu,Moskov,Xavier,Aldous,Brody,Chou,Martis,Valentina
246469105145419174,2,Hanzo,Jawhead,Lolita,Moskov,Vale,Atlas,Aulus,Claude,Lapu-Lapu,Xavier
654820344947600489,2,Aulus,Diggie,Lapu-Lapu,Lesley,Vexana,Claude,Grock,Harley,Khufra,Lylia
587488864202647481,2,Estes,Hilda,Karrie,Martis,Pharsa,Franco,Kimmy,Lapu-Lapu,Luo Yi,Moskov
286036620208759326,2,Akai,Aulus,Gord,Hanabi,Yin,Aamon,Hilda,Layla,Minsitthar,Valir
284859120564821086,2,Claude,Fanny,Franco,Martis,Xavier,Gord,Hanabi,Johnson,Saber,Yin
704752668363181391,2,Balmond,Hylos,Karrie,Lancelot,Vexana,Arlott,Aulus,Beatrix,Khufra,Nana
635426458777537710,2,Belerick,Floryn,Helcurt,Valir,Wanwan,Hylos,Lesley,Minsitthar,Ruby,Xavier
635071333701633943,2,Aamon,Beatrix,Edith,Khufra,Nana,Fanny,Hylos,Julian,Lesley,Valentina
634552213889466261,2,Gloo,Hanabi,Kadita,Khufra,Martis,Alice,Hylos,Lesley,Ling,Valentina
634198201210091941,2,Julian,Karrie,Khufra,Terizla,Valentina,Aamon,Brody,Hylos,Lapu-Lapu,Xavier
633842431889093371,2,Beatrix,Benedetta,Hayabusa,Hylos,Valentina,Brody,Gloo,Khufra,Lancelot,Yve
633458667971259021,2,Cecilion,Hylos,Lancelot,Lapu-Lapu,Moskov,Beatrix,Hanzo,Kaja,Luo Yi,Minsitthar
633266206191756678,2,Hanzo,Hylos,Moskov,Terizla,Xavier,Aamon,Khufra,Melissa,Minsitthar,Pharsa
633097611545518140,2,Cecilion,Hylos,Kimmy,Lesley,Martis,Claude,Hanzo,Khufra,Lapu-Lapu,Valentina
672556438166534372,2,Atlas,Beatrix,Cecilion,Edith,Estes,Faramis,Julian,Karrie,Valentina,Yi Sun-shin
672481091555259606,2,Akai,Hayabusa,Miya,Terizla,Xavier,Joy,Lesley,Mathilda,Vale,Yi Sun-shin
228849177907519853,2,Fredrinn,Grock,Kadita,Melissa,Valentina,Alice,Arlott,Cecilion,Hylos,Wanwan
228543350466239323,2,Arlott,Claude,Fanny,Lunox,Minsitthar,Alice,Cecilion,Hylos,Joy,Wanwan
228202080954832312,2,Esmeralda,Fredrinn,Kagura,Kaja,Melissa,Alice,Cecilion,Hylos,Joy,Wanwan
227806377027915840,2,Alice,Arlott,Cecilion,Hylos,Wanwan,Joy,Julian,Khufra,Lesley,Yi Sun-shin
227317077173684858,2,Alice,Cecilion,Freya,Hylos,Wanwan,Hanzo,Julian,Kaja,Lapu-Lapu,Lesley
669457086686508812,2,Julian,Khufra,Lesley,Ling,Pharsa,Alice,Cecilion,Hylos,Terizla,Wanwan
668972648735257099,2,Akai,Brody,Cecilion,Fanny,Paquito,Aldous,Alice,Faramis,Hylos,Wanwan
668249075594898246,2,Brody,Khufra,Phoveus,Valir,Yi Sun-shin,Aldous,Alice,Hylos,Valentina,Wanwan
667144624754729458,2,Arlott,Claude,Khufra,Martis,Yve,Aldous,Alice,Hylos,Kagura,Wanwan
666269873060518682,2,Alice,Hylos,Terizla,Valentina,Wanwan,Julian,Khufra,Lapu-Lapu,Lesley,Xavier
266722581775658363,2,Beatrix,Julian,Khufra,Valentina,Yu Zhong,Alucard,Harley,Kimmy,Minsitthar,Moskov
266611324942821495,2,Carmilla,Kaja,Karrie,Lancelot,Lunox,Alice,Bruno,Joy,Lolita,Martis
266470510145053396,2,Brody,Franco,Lapu-Lapu,Lunox,Xavier,Alice,Bruno,Kaja,Martis,Yve
266217343297788511,2,Change,Franco,Hanzo,Minsitthar,Popol and Kupa,Beatrix,Bruno,Martis,Uranus,Valentina
265968888029647790,2,Akai,Alice,Bruno,Gloo,Ling,Chou,Claude,Lapu-Lapu,Lylia,Martis
265743874693009046,2,Clint,Fredrinn,Harley,Minsitthar,Terizla,Akai,Badang,Claude,Cyclops,Hilda
265446422437955806,2,Chou,Hayabusa,Kaja,Valentina,Wanwan,Alice,Belerick,Bruno,Helcurt,Martis
604820951322851937,2,Akai,Joy,Lancelot,Lesley,Odette,Alice,Bruno,Franco,Julian,Martis
251479854511270838,2,Claude,Franco,Lancelot,Martis,Valentina,Khufra,Lapu-Lapu,Melissa,Yi Sun-shin,Yve
248534808321299069,2,Grock,Lesley,Minotaur,Selena,Valentina,Kaja,Lapu-Lapu,Martis,Melissa,Xavier
247889042808474860,2,Bane,Kaja,Martis,Moskov,Valentina,Franco,Lesley,Roger,Xavier,Yu Zhong
577858383589062419,2,Claude,Gloo,Martis,Minotaur,Xavier,Belerick,Freya,Hanabi,Ling,Pharsa
577580872867164835,2,Arlott,Claude,Fredrinn,Selena,Xavier,Beatrix,Lancelot,Lolita,Moskov,Valentina
694265844285220770,2,Alice,Brody,Kaja,Khaleed,Pharsa,Beatrix,Freya,Lapu-Lapu,Tigreal,Valentina
693851470135468746,2,Arlott,Beatrix,Diggie,Ling,Vale,Faramis,Hanzo,Kaja,Martis,Melissa
668475424666119787,2,Brody,Gusion,Hayabusa,Johnson,Yu Zhong,Grock,Irithel,Martis,Minotaur,Valentina
668112633073592201,2,Arlott,Claude,Hayabusa,Lolita,Pharsa,Edith,Faramis,Hanabi,Lancelot,Zhask
667827069288014569,2,Irithel,Joy,Khufra,Martis,Xavier,Hayabusa,Kaja,Terizla,Wanwan,Yve
667354416727022652,2,Beatrix,Fanny,Kaja,Martis,Valentina,Bane,Edith,Karrie,Khufra,Pharsa
580819372697878697,2,Akai,Brody,Fanny,Martis,Yve,Arlott,Claude,Fredrinn,Khufra,Valentina
580289386618453022,2,Akai,Aldous,Kagura,Lesley,Sun,Beatrix,Benedetta,Khufra,Lancelot,Yve
579678985866344228,2,Cecilion,Gloo,Joy,Khufra,Moskov,Arlott,Atlas,Fanny,Lesley,Xavier
578801420968554582,2,Beatrix,Gloo,Khufra,Xavier,Yi Sun-shin,Benedetta,Clint,Fanny,Selena,Valentina
578271400529390688,2,Brody,Faramis,Khufra,Lapu-Lapu,Yi Sun-shin,Arlott,Beatrix,Estes,Fanny,Pharsa
577609447284828036,2,Benedetta,Claude,Fanny,Kaja,Valentina,Brody,Fredrinn,Harith,Khufra,Yve
576543586725814212,2,Chou,Hayabusa,Khufra,Melissa,Pharsa,Benedetta,Cecilion,Clint,Fanny,Grock
686065695155444353,2,Badang,Harley,Khufra,Melissa,X.Borg,Benedetta,Fanny,Irithel,Kaja,Xavier
246692108437698139,2,Benedetta,Chou,Lesley,Ling,Valentina,Beatrix,Franco,Kimmy,Phoveus,Valir
246103938436313341,2,Kagura,Khufra,Leomord,Melissa,Terizla,Beatrix,Benedetta,Eudora,Franco,Martis
245518757732166581,2,Aldous,Grock,Lancelot,Melissa,Xavier,Beatrix,Hayabusa,Khufra,Lapu-Lapu,Valentina
244982092978595575,2,Claude,Hanzo,Khufra,Ruby,Valentina,Beatrix,Benedetta,Kagura,Kaja,Martis
244531576679047950,2,Gusion,Khufra,Lapu-Lapu,Wanwan,Xavier,Beatrix,Benedetta,Freya,Nana,Natalia
666193401167813251,2,Brody,Chou,Lancelot,Valir,Xavier,Balmond,Beatrix,Benedetta,Selena,Valentina
664440118208171305,2,Alucard,Brody,Gloo,Khufra,Pharsa,Beatrix,Benedetta,Franco,Gord,Julian
663581601490339361,2,Benedetta,Hayabusa,Khufra,Lesley,Valentina,Brody,Franco,Lapu-Lapu,Martis,Xavier
663118367792628223,2,Atlas,Aulus,Beatrix,Lancelot,Lunox,Benedetta,Brody,Fredrinn,Khufra,Valentina
662501885366827998,2,Benedetta,Granger,Kaja,Layla,Yve,Claude,Fanny,Faramis,Gloo,Lylia
588477634394136462,2,Claude,Floryn,Hayabusa,Pharsa,Ruby,Franco,Melissa,Nana,Saber,Yu Zhong
588101768921160255,2,Aamon,Chou,Mathilda,Melissa,Pharsa,Atlas,Claude,Roger,Valentina,Yu Zhong
587762101432554799,2,Brody,Edith,Hilda,Julian,Valentina,Franco,Hanabi,Harley,Martis,Yu Zhong
587338819520630384,2,Brody,Helcurt,Johnson,Valentina,Yu Zhong,Dyrroth,Estes,Granger,Gusion,Lesley
586944326774491018,2,Atlas,Hanabi,Nana,Thamuz,Uranus,Claude,Leomord,Lunox,Minsitthar,Yu Zhong
586719098689487640,2,Claude,Faramis,Lancelot,Natan,Terizla,Edith,Franco,Hanzo,Moskov,Valentina
586412828866575439,2,Fanny,Lolita,Moskov,Nana,Yin,Cyclops,Hanabi,Ling,Tigreal,Yu Zhong
586264416271661182,2,Julian,Lolita,Martis,Wanwan,Yu Zhong,Alucard,Atlas,Brody,Joy,Vale
695619871380267680,2,Alucard,Brody,Franco,Lancelot,Vale,Chou,Kagura,Khufra,Martis,Wanwan
695498628748467154,2,Claude,Kagura,Minsitthar,Selena,Yin,Franco,Julian,Lancelot,Melissa,Xavier
695397426434069882,2,Gloo,Martis,Natalia,Wanwan,Xavier,Hanzo,Lolita,Moskov,Valentina,Yu Zhong
695315517112766580,2,Beatrix,Kadita,Ling,Lolita,Yu Zhong,Arlott,Chou,Julian,Lesley,Xavier
585146822831556743,2,Brody,Grock,Kagura,Lancelot,Ling,Chou,Gusion,Khufra,Lesley,Xavier
246258342510604896,2,Chou,Moskov,Paquito,Pharsa,Roger,Freya,Harley,Kagura,Lolita,Melissa
245688245731601720,2,Chou,Hayabusa,Irithel,Kagura,Saber,Alice,Claude,Dyrroth,Faramis,Kadita
245131794063697992,2,Brody,Faramis,Franco,Hanzo,Yu Zhong,Atlas,Claude,Dyrroth,Valir,X.Borg
679224916059490221,2,Brody,Gloo,Kaja,Lunox,Yi Sun-shin,Claude,Harley,Khufra,Martis,Yu Zhong
678832549322162875,2,Aldous,Brody,Gloo,Kadita,Martis,Benedetta,Lolita,Wanwan,Yu Zhong,Yve
678509542011698842,2,Aamon,Fredrinn,Kadita,Melissa,Pharsa,Atlas,Claude,Julian,Martis,Yu Zhong
262665581437822176,2,Baxia,Brody,Gord,Lolita,Yin,Franco,Gusion,Karina,Martis,Melissa
262374906641162455,2,Karrie,Lancelot,Lapu-Lapu,Natalia,Vexana,Atlas,Brody,Gusion,Martis,Valentina
261935634565995389,2,Aamon,Dyrroth,Lesley,Pharsa,Selena,Beatrix,Franco,Minsitthar,Xavier,Yin
261350887653545331,2,Atlas,Dyrroth,Hanabi,Hayabusa,Valentina,Balmond,Brody,Kagura,Lapu-Lapu,Selena
257657323153161133,2,Aldous,Brody,Eudora,Franco,Martis,Bane,Dyrroth,Kagura,Khufra,Lesley
